is_kelas,sentimen_3,date,text
0,NA,10/02/2017 15:48,Hadiri seminar yg di isi langsung cagub idaman kita @aniesbaswedan #BerjamaahCoblosPecinya
0,NA,10/02/2017 15:48,@AgusYudhoyono @sandiuno @aniesbaswedan #OmTante datang jangan mengubah yang sudah baik donk gimana siiih..
0,NA,10/02/2017 15:48,"@TirtoID @aniesbaswedan diubah, bukan dirubah.."
0,NA,10/02/2017 15:48,"Menjawab pertanyaan paslon no. 3, @aniesbaswedan tekankan perencanaan dan pelaksanaan yang transparan dalam memimpi� https://t.co/GaeYtEywRJ"
-1,NA,10/02/2017 15:48,@HalleluyaJesus @digembok @aniesbaswedan awas makin parah gilamu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/UflIvHBtpW
0,NA,10/02/2017 15:47,@afd_now @irakoesno @Tina_Talisa @kpu_dki bisa disampaikan secara tertulis di media massa kata2 Pak @aniesbaswedan yg tadi tak terdengar? TQ
0,NA,10/02/2017 15:47,@TeddyGusnaidi @basuki_btp @AgusYudhoyono @aniesbaswedan waspada E_ KTP palsu imporan yg digagalkan bea cukai� https://t.co/29gyhh94Q1
1,NA,11/02/2017 23:56,Terima kasih mas @aniesbaswedan sudah mau turun tangan di Jakarta semoga dimudahkan dan selalu amanah... <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> https://t.co/bzr45OeAXO
-1,NA,11/02/2017 23:56,@Dennysiregar7 @Gerak_kebajikan @kurawa @aniesbaswedan contoh org2 picik dn haus Kekuasaan.moga Alloh SWT mmbktikn mn org yg Salah dn benar
0,NA,11/02/2017 23:52,"Pak @SBYudhoyono, @prabowo ,
@yuddychrisnandi , @aniesbaswedan. Bantu kami membangun kembali sekolah adik2 yg roboh� https://t.co/mGLDyqUI6N"
1,NA,11/02/2017 23:44,Allahu Akbar closing statement luar biasa dri @aniesbaswedan @sandiuno .. aamiin ya rabbal 'alamin https://t.co/1k6A5mA2fQ
0,NA,11/02/2017 23:43,@TeddyGusnaidi @AgusYudhoyono @aniesbaswedan emang apanya yg salah boss?? Kampanye jg msh sah wong blm masa tenang
0,NA,11/02/2017 23:43,@aniesbaswedan @JktMajuBersama @sandiuno  jawab tu pak
0,NA,11/02/2017 23:41,@ClaudinaAngeli7 @addiems @SandraDewi88 @basuki_btp @sandiuno @aniesbaswedan @AgusYudhoyono @SBYudhoyono buntutnya� https://t.co/8WBDjAmcUd
0,NA,11/02/2017 23:41,@sandiuno @aniesbaswedan  cuma ini yg paling berkesan buat saya di debat ke-3 kemarin. https://t.co/2RiSKkwAkX
0,NA,11/02/2017 23:39,"@TeddyGusnaidi @RizaPrimadi @AgusYudhoyono @aniesbaswedan itu acara agama Islam, ya pantes mendoakan Cagub yang Islam. Kampabyenya di mana"
0,NA,11/02/2017 23:34,"@aniesbaswedan sejak zaman Rasulullah, sahabat politisasi agama ada, tp politisasi tingkat tinggi utk kemaslahatan masyarakat tdk spt skrng"
0,NA,11/02/2017 23:30,"@aniesbaswedan harus jelas, dibagi bagi juga habis tapi apa membuat rakyat sejahtera...infrastruktur baik ekonomi akan baik.."
-1,NA,11/02/2017 23:29,@jusfiq_hadjar @Takviri @aniesbaswedan banget.. ktika krakusan di tutupi kelembutan.. munafik namanya.. ular juga kalah liciknya
-1,0,11/02/2017 23:28,@Cewek_Ahok @SBYudhoyono @basuki_btp @AgusYudhoyono @aniesbaswedan ahoker kafir koplak
-1,NA,11/02/2017 23:28,@Takviri @aniesbaswedan haha brenti lah ngboongn warga.. kagak takut dosa ya?
0,NA,11/02/2017 23:26,"@aniesbaswedan yg paling penting, dibalik peci itu ada ""KEJUJURAN"" BANGSA INI TDK KEKURANGAN PEMIMPIN PINTAR TAPI KEKURANGAN PEMIMPIN JUJUR"
0,NA,11/02/2017 23:22,@RennyFernandez @aniesbaswedan pic no 2 https://t.co/VUWDTaJAZ6
-1,NA,11/02/2017 23:16,"@JktMajuBersama @aniesbaswedan mungkin ya...tapi bkn yg janjikan rumah DPnya Rp 0, lalu belakangnya ada ""nabung 6 bln""...marketing boongan"
0,NA,11/02/2017 23:15,@bbcindonesia @AgusYudhoyono @aniesbaswedan jgn mudah suudzon.Allah SWT sll melindungi umatnya yg beribadah &amp; maha tau apa dibenak umatnya.
0,NA,11/02/2017 23:10,"@erikandrian1511 @digembok @aniesbaswedan @pandji naon sih, aku suka jokowi, hahahah, bot sok tau"
-1,NA,11/02/2017 23:09,@aniesbaswedan @jokowi @MataNajwa @sandiuno @SBYudhoyono Saya mau bertanya kenapa si @aniesbaswedan ini dipecat dari Menteri Pendidikan?
0,NA,11/02/2017 23:08,@sandiuno @mkusumawijaya @aniesbaswedan @JktMajuBersama lb bulus dpan rumah anis or mreka mo bli dkalimantan kusus buat warga jakarta..haha
0,NA,11/02/2017 23:06,"@kartikarg @digembok @aniesbaswedan @pandji bot jokowi ? Iya gpp deh... Dia presiden gw, nah elo? Presidenya sapa?"
0,NA,11/02/2017 23:05,@erikandrian1511 @digembok @aniesbaswedan @pandji gak papa daripada twitter bot jokowi
0,NA,11/02/2017 23:05,"@kartikarg @digembok @aniesbaswedan @pandji ini cewek udh gak cantik, agak gak pinter pula... Aduuhh"
0,NA,11/02/2017 23:04,"@digembok @ChikaCikhaka @aniesbaswedan @pandji , &lt;~ Anak muda yang Menyedihkan! https://t.co/YJIyI95jgA"
1,0,11/02/2017 23:03,@sandiuno @aniesbaswedan @JktMajuBersama utk kmajuan jakarta smoga pak ahok menang..aamiin @TetapAhokDjarot
0,NA,11/02/2017 23:01,@DumaiYouthForum @aniesbaswedan carmuk ke rakyat dia pikir dgn bilang ini soal rakyat otomatis rakyat pilih dia hihihi
0,NA,11/02/2017 22:56,"@hasrultanro @Takviri @GunRomli @aniesbaswedan krna lebih senang joget2 ktimbng beribadah,,btul kan om @AhokDjarot ?"
0,NA,11/02/2017 22:55,"@aniesbaswedan engga Mas... makasih. Kami mau mancing di laut, gak percaya kolam kalian ada cukup ikan buat semua. <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>"
0,NA,11/02/2017 22:54,"@nanrasukedy @aniesbaswedan atau dulu kita lugu sekarang ga terlalu lugu.., ha ha.."
0,NA,11/02/2017 22:51,Pengajian Tahsin Subuh Sydney dukung 3 Anies-Sandi u/ Jakarta @aniesbaswedan @sandiuno @agungyul @PKSJakarta� https://t.co/46hLRyZcEm
0,NA,11/02/2017 22:49,@aniesbaswedan Aaamiiin Ya Rabbal Alamiiin
0,NA,11/02/2017 22:46,"@nanrasukedy @Takviri @aniesbaswedan Krn kekuasaan n gengsi,mbuat org lupa segalanya"
1,-1,11/02/2017 22:36,@sandiuno @aniesbaswedan tapi saya mah lebih baim dukung pak Basuki yang programnya udah keliatan ketimbang kalian berdua.
0,NA,11/02/2017 22:32,@KATAKAMl @prabowo @aniesbaswedan @sandiuno @Gerindra @fadlizon YES....!!! Coblos Pecinya.....!!!
-1,NA,11/02/2017 22:27,@rizkorp @digembok @aniesbaswedan @pandji gak jelas
0,NA,11/02/2017 22:24,@aniesbaswedan @sandiuno kalau cum ganteng ada di no 2 ahok jarot saling melengkapi
1,0,11/02/2017 22:23,@sandiuno @aniesbaswedan @JktMajuBersama sehat njih pak.... doaku untuk koh ahok
-1,NA,11/02/2017 22:21,"@Takviri <ed><U+00A0><U+00BD><ed><U+00B1><U+0088> panik ya mas, nyerang terus gk abis abis @aniesbaswedan"
0,NA,11/02/2017 22:18,"Saking takutnya kalah, Mereka dah gak tau lagi bgmn cara kalahin suara pemilih Ahok @Takviri @GunRomli @aniesbaswedan #AniesPro112Intoleran"
0,NA,11/02/2017 22:14,"@SyamsudinArami1 @tuty_delau @aniesbaswedan @sandiuno biasa bang, kristen tuh nyali nya ya seperti itu, susah liat orang senang"
0,NA,11/02/2017 22:10,.@aniesbaswedan jangan pernah kasih tuh kertas yang di print sama TRI diserahkan lalui pak isman (wakil ketua dpc gerindra jaktim) ke polri.
1,NA,11/02/2017 22:08,Pak @aniesbaswedan #DKI01 &amp; pak @prabowo #RI01 Smoga Indonesia lebih baik. https://t.co/WCbjGMYtmj
0,NA,11/02/2017 22:05,Udah kek di LN beneran nih.. Tul nggak oom @sandiuno @aniesbaswedan mas bro @AgusYudhoyono pepo @SBYudhoyono mbak� https://t.co/JiuUF9V2JZ
0,NA,11/02/2017 22:00,"@Moqsith masalahnya bukan DP saja tapi cicilan juga berat, @emang bange mbahe @aniesbaswedan"
0,NA,11/02/2017 21:53,@aniesbaswedan @sandiuno pendukungx mana? Tunjukin jg foto pendukung.
1,NA,11/02/2017 21:42,@aniesbaswedan @prabowo  smoga slalu di Rahmati ALLAH SWT.  Aamiinn..
0,NA,11/02/2017 21:38,"@tomi_sws @digembok @aniesbaswedan ye baca aja penjelasan gua, kalo paham"
0,NA,11/02/2017 21:34,@brunopapus369 @aniesbaswedan @reskyputra19 @sandiuno tinggal NTT Aja sok2an coblos no 2 berak lah hahahaj
0,NA,11/02/2017 21:31,@aniesbaswedan @sandiuno bapak dan seluruh pendukungnya juga kece keceh
0,NA,11/02/2017 21:22,@aniesbaswedan @PDTIDAR_DKI @YouTube maaf disini lebih kreatif...artis juga papan atas....
1,-1,11/02/2017 21:13,"Ahok tetp dihati jdi Gubernur DKI, Silvy kelain hati, Anis biarkan menangis <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> @basuki_btp @AgusYudhoyono @aniesbaswedan"
0,NA,11/02/2017 21:09,@aniesbaswedan @sandiuno tentu saja serangan fajar dilarang.Berdoa subuh dan intimidasi dgn massa ke TPS blh gak?Knp gk melarang?kerapat!
0,NA,11/02/2017 20:58,simak ya bro @aniesbaswedan https://t.co/N17ATOWWxX
0,NA,11/02/2017 20:57,@aniesbaswedan disini merasa dekat dgn bung karno krn pake peci. Tp kerjasama dgn rizieq yg menghina bung karno dan pancasila.
-1,NA,11/02/2017 20:49,Kya omongan anak TK @aniesbaswedan https://t.co/wsOztf70wr
0,NA,11/02/2017 20:47,"@TeddyGusnaidi @hariadhi @AgusYudhoyono @aniesbaswedan daun jatuh aja udah diatur oleh Allah SWT, apalagi gubernur...Yg legowo."
0,NA,11/02/2017 20:46,"@TeddyGusnaidi @hariadhi @AgusYudhoyono @aniesbaswedan harus punya rasa""nerimo""klo orang jawa bilang. Siapapun gubnya,itu udah diatur Allah."
0,NA,11/02/2017 20:42,"@TeddyGusnaidi @hariadhi @AgusYudhoyono @aniesbaswedan heeey kalian ga usah ribut, tinggal liat hasilnya,dan itu semua udah diatur AllahSWT."
0,NA,11/02/2017 20:27,@bot_bill @aniesbaswedan kakak firzha??
0,NA,11/02/2017 20:23,@aniesbaswedan apa tanggapan anda atas pemukulan trhdp jurnalis perempuan?? Coba kasih pandangan sesuai debat trakhir..
-1,NA,11/02/2017 20:11,"@tribunnews  @aniesbaswedan &lt; Kau tlh mengkotak2 Jkt seakan2 Jkt hanya miliknya org Islam, jd jgan harap kau bisa jd Gub DKI 2017"
0,NA,11/02/2017 20:05,@Takviri @aniesbaswedan bukti kalo kata2 gk bs merubah karakter. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
0,NA,11/02/2017 19:49,@JktMajuBersama saya mau tanya @sandiuno and @aniesbaswedan Untuk perhitungan perumahan DP10% itu matematika anak T� https://t.co/kYC7g34Ojo
0,NA,11/02/2017 19:45,Saya mau tanya @sandiuno and @aniesbaswedan Untuk perhitungan perumahan DP10% itu matematika anak TK or mahasiswa https://t.co/PfzjWn3NcE
0,NA,11/02/2017 19:41,@Dennysiregar7 @kurawa @GunRomli @basuki_btp @AhokDjarot @aniesbaswedan  @sandiuno bgus bnget tulisannya bang. Sederhana dan mudah dipahami.
0,NA,11/02/2017 19:39,@onang12031972  saya mau tanya @sandiuno and @aniesbaswedan Untuk perhitungan perumajan DP0/10% itu matematika anak� https://t.co/8suKhXDJpQ
0,NA,11/02/2017 19:37,@onang12031972 mau tanya bang @sandiuno dan @aniesbaswedan untuk perumahan rakyat DP 0/ 10% itu perhitungan matemat� https://t.co/WSh4t6E6v6
0,NA,11/02/2017 19:34,@sandiuno @aniesbaswedan saya bertanya dulu tentang rumah DP 0% 30 thn perhitungannya dari matematika TK atau pergu� https://t.co/y3LDrmPtnH
0,NA,11/02/2017 19:33,"@aniesbaswedan assalamualaikum pak anies,pak anies saya mau ngajuin posko pengaduan soalnya di tempat saya blm ada....tks pak anies"
-1,NA,11/02/2017 19:30,Optimis boleh pak @aniesbaswedan tp jgn terlalu.... nanti nyesek n susah MoveOn klo panjenengan Kalah... https://t.co/ZuibymP1An
1,NA,11/02/2017 19:28,@aniesbaswedan maju terus pak.. lawan kemaksiatan
1,NA,11/02/2017 19:26,@sandiuno @aniesbaswedan ALLAHU AKBAR....INSYAALLAH AHOK LANJUT PIMPIN DKI...Amiiin
0,NA,11/02/2017 19:24,"segala cara dilakukan aparat sebelah dan rezim kodok  untuk memenangkan petahana ber mulut najis,awasi dan pantau� https://t.co/7Bzyzw2GkA"
0,NA,11/02/2017 19:13,@cagubnyinyir @Yas_Pyu @semiaji_w @sutanto73  &gt; @aniesbaswedan @sandiuno @AgusYudhoyono @sylviana_murni &lt; jd suara FPI utk mrk terbagi2
-1,NA,11/02/2017 19:08,"@aniesbaswedan @sandiuno bukan soal ganteng atau apa, bnyk yg ganteng dan bergaya ulama tapi rampok uang jg. Komitmen yg perlu dan bukti..."
0,NA,11/02/2017 19:05,"@Yas_Pyu @digembok @aniesbaswedan @sandiuno bukan ditalangin atau ditelanjangi, cuma diminta buka baju <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
-1,NA,11/02/2017 19:02,"jualan basi loe @aniesbaswedan 

#AniesPro112Intoleran https://t.co/HaFPEVMohf"
0,NA,11/02/2017 18:59,@Yas_Pyu @digembok @aniesbaswedan kayanya Depe-nya mau ditalangin sama @sandiuno ya? <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>
0,NA,11/02/2017 18:57,"apakah di sekolah jaman skrng d ajari sprti ini, kok skrng jd fobia luar biasa? @aniesbaswedan @anuarazizan601 @sahaL_AS"
-1,NA,11/02/2017 18:54,@kartikarg @DWC_1111 @digembok @aniesbaswedan @pandji sumbu pendek emang unlimites bodohx
0,NA,11/02/2017 18:50,"Tak ada kamus byrn &amp; pemaksaan. Ikhlas &amp; pnh kebhgiaan.
Good bye @AgusYudhoyono @SBYudhoyono @sylviana_murni  &amp; AS� https://t.co/6gS7kjC4HM"
0,NA,11/02/2017 18:48,@aniesbaswedan kan gubernur sdh bilang dia pelayanan warga jkrt dia jg merelokasi bkn pnggusuran sprti gubernur2 sblm Jokowi bung
1,NA,11/02/2017 18:46,"@aniesbaswedan ,maju terus calon Gubenur DKI"
0,NA,11/02/2017 18:44,@kartikarg @digembok @aniesbaswedan @pandji mba kalo mau ngelawak ikut stand up comedy aja..tuh ada om panji siap ngajarin..
0,NA,11/02/2017 18:43,"@digembok serius, bos??? Klo bener no wonder ya @aniesbaswedan"
0,NA,11/02/2017 18:39,@TheRamandha @ClaudinaAngeli7 @aniesbaswedan @jokowi gak salah mbak selama gak berbenturan dengan hak dan kewajiban orang lain.
0,NA,11/02/2017 18:37,"Juga @aniesbaswedan @AgusYudhoyono   ""@haloJakarta: @SBYudhoyono disimak pak <U+FFFD><U+FFFD> https://t.co/i1eIwfKWmN"""
0,NA,11/02/2017 18:35,"@digembok @aniesbaswedan asoyyy awas Mantan Baper
#TolakBAPERISME
#SaveMedSOs https://t.co/ek70AYAu2e"
0,NA,11/02/2017 18:34,"Izinkan kami bertanya kepada orang tua kami, apa yg bapak ketahui tentang https://t.co/sJUDEjqEXM @basuki_btp @aniesbaswedan @AgusYudhoyono"
0,NA,11/02/2017 18:32,"@aniesbaswedan modal kecil (apbd terpakai kecil) tepat sasaran dan pembangunan pesat tanpa mengganggu apbd, biarin aja apbd serapan kecil pa"
0,NA,11/02/2017 18:31,"@aniesbaswedan tanpa apbd km bisa kerja gak pak? Ini yg bikin sy heran, rumusnya sederhana pak"
0,NA,11/02/2017 18:31,@jayahadisuryoko @senja2018 @digembok @aniesbaswedan @pandji seperti ketawa ketawa dan mata merah
-1,NA,11/02/2017 18:29,@digembok @aniesbaswedan Belom jadi Gubernur aja udah berani langgar aturan main. Gimana nanti kalo jadi Gubernur?
-1,NA,11/02/2017 18:28,"@bokulos1 @digembok @aniesbaswedan @pandji not munafik, tapi kan ribet ya mindahin segitu banyak orang, hahaha, coba"
0,NA,11/02/2017 18:28,"@kartikarg @digembok @aniesbaswedan @pandji piye to iki <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>mo tidur malah jd ngakak baca tuit mbake<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,ganjaaa mbak bukan ganjarrr"
0,NA,11/02/2017 18:27,Mungkin pak @DivHumasPolri @HumasMetroJaya atau @INFOBNN bisa jawab mba @kartikarg @digembok @aniesbaswedan @pandji
0,NA,11/02/2017 18:26,"@senja2018 @digembok @aniesbaswedan @pandji well efek nya minor, dibandingkan khasiatnya"
0,NA,11/02/2017 18:25,@TeddyGusnaidi @AgusYudhoyono @aniesbaswedan   gak hadir https://t.co/maneXZQhCj
0,NA,11/02/2017 18:24,"@kartikarg @digembok @aniesbaswedan @pandji ... ""beler"" yg ditimbulkan. mknya UU mengatur itu, menimbulkan efek krn konsumsi tsb"
0,NA,11/02/2017 18:23,@kartikarg @digembok @aniesbaswedan @pandji yang bukan narkoba itu Aica Aibon mbak...
0,NA,11/02/2017 18:23,@kartikarg @digembok @aniesbaswedan @pandji kok masih mau tinggal di negara yg masih ketinggalan informasi?
-1,0,11/02/2017 18:22,@TeddyGusnaidi @AgusYudhoyono @aniesbaswedan  MURTAD ORANG ISLAM MENDUKUNG AHOK
0,NA,11/02/2017 18:22,@kartikarg @digembok @aniesbaswedan @pandji buat si mbak berpengetahuan super
0,NA,11/02/2017 18:21,"@bokulos1 @digembok @aniesbaswedan @pandji bukan narkoba seharusnya, indonesia aja yg masih ketinggalan informasi"
0,NA,11/02/2017 18:20,@sandiuno @aniesbaswedan @JktMajuBersama oce oke
0,NA,11/02/2017 18:19,@kartikarg @digembok @aniesbaswedan @pandji gila Gw pikir malem malem Orang2 goblok udah pada merem
0,NA,11/02/2017 18:19,@kartikarg @digembok @aniesbaswedan @pandji bedanya? https://t.co/NFBRqkhcqA
0,NA,11/02/2017 18:17,"@digembok @aniesbaswedan @sandiuno tanpa depe, nabung selama 6 bulan. Dengan depe nabung selama?"
0,NA,11/02/2017 18:17,"@kartikarg @digembok @aniesbaswedan @pandji pengetahuan lo yg minim! 
Dasar anak bandar.."
0,NA,11/02/2017 18:15,@kartikarg @digembok @aniesbaswedan @pandji wakakakakaak... coba mba klo mau coba jualan ganja...
0,NA,11/02/2017 18:15,"@digembok @kartikarg @aniesbaswedan klo ganja SECARA HUKUM dan UU bkn trmasuk narkoba, trus ngapa tuh @pandji campaign soal legalkan ganja ?"
0,NA,11/02/2017 18:13,"Wow, Dananya dari mana tuh pak? @aniesbaswedan @sandiuno https://t.co/HGkCJ7ueOU"
0,NA,11/02/2017 18:10,"@SamSoegi &gt; @aniesbaswedan @sandiuno dipilih FPI  @AgusYudhoyono @sylviana_murni &lt;  Ahok Djarot di pilih Islam, Krisiten,Hindu, Budha dll"
0,NA,11/02/2017 18:09,@aniesbaswedan @prabowo saya sukanya bapak Presiden skrng...<ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+0080>maaf ya pak<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed>
0,NA,11/02/2017 18:08,"Masyarakat DKI

Paslon No. 1
@AgusYudhoyono @sylviana_murni
             VS
Paslon No. 3
@aniesbaswedan @sandiuno
https://t.co/d6DYxu7NNR"
0,NA,11/02/2017 18:08,"ini sih balik ke kampanye jaman dulu... BARBAR! <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> 
@AgusYudhoyono @aniesbaswedan https://t.co/FYxT1NoNe6"
0,NA,11/02/2017 18:05,"@digembok @aniesbaswedan @pandji beda lah ganja dan narkoba, tolol ini"
0,NA,11/02/2017 18:03,Dalam rangka mengoyak tenun kebangsaan. Yekan @aniesbaswedan @pandji https://t.co/X2GlanGZMO
-1,0,11/02/2017 18:02,"@TeddyGusnaidi @AgusYudhoyono @aniesbaswedan hanya mengingatkan umat muslim agar yg dipilih pemimpin muslim...bukan sipenista agama,"
0,NA,11/02/2017 17:56,"#pilkadadki2017, indahnya demokrasi dgn JUAL PROGRAM tanpa sentimen SARA @jokowi @SBYudhoyono @AgusYudhoyono @basuki_btp @aniesbaswedan"
0,NA,11/02/2017 17:54,@LUKman_utd @aniesbaswedan @sandiuno i. Allah mimpi saya jadi kenyataan <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
1,NA,11/02/2017 17:49,@aniesbaswedan saya Doa kan Ami Anies so the winner Insya Alloh <U+261D> <U+261D> <U+261D> <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>
-1,NA,11/02/2017 17:46,"Kalau direalisasikan oleh @aniesbaswedan ,percayalah industri perbankan kita akan hancur seperti amerika 2008 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/N5q4Ys21FR"
0,NA,11/02/2017 17:45,@sandiuno @aniesbaswedan Allah SWT Maha Mengetahui takdir yg terbaik. Jadilah ! maka jadilah dia.
-1,NA,11/02/2017 17:41,"@aniesbaswedan depan bagaikan malaikat, tapi dalemnya jahat n licik"
-1,NA,11/02/2017 17:27,@aniesbaswedan ahli gagasan dan @AgusYudhoyono ahli imajinasi.. cucok banget.
0,NA,11/02/2017 17:27,"Padahal antara sholat witir sm sholat subuh, wajib an mana ? @aniesbaswedan @sandiuno https://t.co/9yYbTORp3c"
1,NA,11/02/2017 17:27,@aniesbaswedan @sandiuno Ganteng Tidak Masalah Pak Yang Penting Mudah-Mudahan Bapak Terpilih Menjadi Gubernur periode 2017-2022 #OKOCE <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><U+261D>
0,NA,11/02/2017 17:22,@ClaudinaAngeli7 @addiems @SandraDewi88 @basuki_btp @sandiuno @aniesbaswedan @AgusYudhoyono @SBYudhoyono tanpa dibayar dan murni warga DKI.
1,0,11/02/2017 17:15,"@aniesbaswedan coblos yg punya hasil kerja nyata, bukan Janji &amp; teori selangit.... Ahok-Djarot itu pilihan mutlak"
0,NA,11/02/2017 17:14,@ClaudinaAngeli7 @aniesbaswedan @jokowi pantasan aja blang kayak gtu si xinxin nie. .Sesama CINA KOK!!
0,NA,11/02/2017 17:11,@JakartaStar @PKSejahtera @Kemendagri_RI @kemkominfo @PolhukamRI @Puspen_TNI @kurawa  @aniesbaswedan @sandiuno .. serangan minyak
0,NA,11/02/2017 17:11,@PakatDayak @aniesbaswedan @AgusYudhoyono wkwkwkwk... Sprti kek wktu pilpres <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>Allah di gugat<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed>
0,NA,11/02/2017 17:08,@aniesbaswedan @sandiuno Kebanyakan mau yang pasti
0,NA,11/02/2017 17:08,"islam rahmat bg semesta alam, terbukti 71 th RI merdeka agama lain aman ""@oktafian @aniesbaswedan @teh_tariq"
0,NA,11/02/2017 17:06,@PakatDayak @engkongniy @aniesbaswedan @AgusYudhoyono tidak mungkin menerima kekalahan
0,NA,11/02/2017 17:03,@angelmaximilan @engkongniy @aniesbaswedan @AgusYudhoyono tidak mungkin tidak atau gimana?
-1,0,11/02/2017 17:03,@Galih112211 @aniesbaswedan @OrangPi23417939 @SHRisaf yg kait dg agama siapa? Gagal paham ente..peninsta itu gelar..anugrah buat ahok..hehe
0,NA,11/02/2017 17:03,@aniesbaswedan wanna answer? Katanya akan dkt rakyat .. https://t.co/VHLmegS6GE
0,NA,11/02/2017 17:02,@sandiuno @aniesbaswedan di debat terakhir kemarin intunya mau menggandakan kok kyk taat pribadi ya apanya yg mau di ganda2kan ya???
0,NA,11/02/2017 17:01,"Pendukung paslon mana nih? Ayo ngaku<ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008A>
@AgusYudhoyono @AhyCenter @AnissaPohan @aniesbaswedan @sandiuno @AhokDjarot� https://t.co/W2PvNQeViq"
1,NA,11/02/2017 17:01,@aniesbaswedan setuju pak anis #coblospecinya
0,NA,11/02/2017 17:01,"@aniesbaswedan @sandiuno udah lah paak... shalat witir aja yang banyak, eh tapi shalat subuh tadi nggak 3 rakaat kan ? Kiraiiiinn"
0,NA,11/02/2017 17:00,@aniesbaswedan saya tdk terima ada TL  bgini <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>https://t.co/2oh6ugxwYt
0,NA,11/02/2017 16:59,@aniesbaswedan @de_fasyah @digembok  @isa_podolsqy &lt;----mksd gue sapik mesum ini bro @ekoaprie
-1,NA,11/02/2017 16:58,"Wkt jd mendiknas buat anggaran aja ""lebih ato over budget"" lah kok pede mao pegang DKI yg APBDnya super bsr? Emg be� https://t.co/iRLMF3lePV"
0,NA,11/02/2017 16:57,Tuhan buka topeng @aniesbaswedan sebelum nih orang melangkah terlalu jauh #saveNKRI #indonesia #pilkadadki2017� https://t.co/v1zM5BeR5I
0,NA,11/02/2017 16:54,Berarti niat datang dari situ ya? @aniesbaswedan https://t.co/gPRtllEZhG
0,NA,11/02/2017 16:50,@aniesbaswedan @sandiuno penting ganteng ato penting program kerja ?
1,0,11/02/2017 16:50,@digembok @RakyatLuwak @aniesbaswedan udah ahok aja
0,NA,11/02/2017 16:48,@aniesbaswedan Betul.  Tetapi bagaimana?
1,NA,11/02/2017 16:48,"jakarta bakalan lebih maju sama gubernur baru ,, saya berharap jakarta bakalan lebih baik nntinya bersama @aniesbaswedan dan @sandiuno"
0,NA,11/02/2017 16:46,Pak @aniesbaswedan @sandiuno saya mau tanya seputar program terkait penciptaan lapangan kerja. Analisa mengenai membludaknya penduduk bgmn?
0,NA,11/02/2017 16:46,@wakilgubernurKW @Yuliaa007 @sandiuno @aniesbaswedan pokoknya oke oce
0,NA,11/02/2017 16:45,""" Kami akan menghapus uang muka untuk kredit pemilikan rumah melalui kredit rumah berbasis tabungan. "" - @aniesbaswedan."
0,NA,11/02/2017 16:45,JKT ujan sharian! tp knp ga banjir? @aniesbaswedan @sandiuno ????
0,NA,11/02/2017 16:44,Terus kalau @AgusYudhoyono kalah berarti  di curangin @aniesbaswedan  getooh??  Atau gimana ? https://t.co/eBR1GUdMoK
0,NA,11/02/2017 16:44,saatnya UGM memimpin negeri @jokowi kehutanan @ganjarpranowo hukum @aniesbaswedan ekonomi
