text,is_kelas
bertaubatlah mulai buka lembar baru wendy,0
diskusi orang cerdas mantaf,1
jieehhh sudah ngedet,0
mending buru buru dah bunuh diri,-1
benar butuh dewasa politik tidak sara tidak plintir sembarang pasti enak,-1
ntar contek timses,-1
karya mghasilkan karya guna serta bermafaat orientasi uang terus karya apa ya abang,-1
saya bukan ahoker kq abang saya warga tangerang,0
politik dagang kuda lebaran kuda,-1
ahog tidak pernah foto pas solat padahal tiap kampanye kutip al qur an,-1
zaman skrng masih guna politik dinasti,-1
bahasa slalu muter bikin orang bingung,-1
bapak hrg bbm naik ya masa minggu hrg ganti kasih umum rakyat,0
tadi malam diskusi iluni para alumni seperti sudah baca tanda menang,1
bgtu kualitas mayor indonesia ckckcck,-1
ahokdjarot ahokdjarot model begini mau gubernur dki,-1
abang waktu debat resmi bawain program rumah apung ya saya pgen tau sistem rumah apung versi lulus harvard,-1
buka mata tidak pernah saya lihat gubernur ugal ugalan spt ahokdjarot,-1
orang tolol sok pinter ngatain orang pula,-1
enak nenun kain sambil nyedot lemon pasar apung,-1
tum tim menang nyindir keras jlebbb,-1
saksi sinetron episode,-1
begitu,0
nkri tidak negara persemakmuran rrc abang,-1
mikir keras broo,-1
abang abang vicky saudara,-1
otak udang ganyambung amat kamu konteks buyar ambyar,-1
maju kota bahagia warga pilih,1
coblos nomo agussylvi gubernur dki jkt,1
sudah makan getuk lihat,0
aniessandi dki lebih adab bagi warga,1
agussylvi agussylvi nosatu agussylvi,1
mohon doa cak nun para saleh agar agussylvi pimpin jakarta,1
istilah siskamling keren tang agussylvi neighborhood watch,1
bangkit jakarta kota saya sambangi sejak awal an bangkit,1
tuhan abang ibu pimpin jakarta tidak lain tidak bukan agar jakarta teduh teduh,1
timses agussylvi agussylvi tidak santun politik,-1
asyik abah abang pemandangan indah dorrr,1
jelas gada gusur gada jalan layang jembatan layang jalan tol dll,1
bg tetap semangat sby super anda harus lebih super orang sby saya yakin,1
tidak mau mendengaraka komentar upa keluh atopun protes kritik,-1
harus malu tidak prinsip jebak dinasti politik cenderung hasil orang tidak mutu,-1
pernah dengar mata jendela hati mata kamu banyak cerita monggo kamu tuk ngeles,-1
jiah sopran banget bahasa baru nyesel bila saya milih kamu goblok nye tidak ketulungan,-1
harus lo miris lihat miris bingit lihat tim,-1
sakit hati,-1
jangan tidak ngerti apa arti rapung,-1
rumah dekaat cni ayo pagi kita senam bareng,1
sudah solid kita bikin jkt kota rapung alias banjir didiemin lihat eksotik tutup daya hadap banjir,0
mangkrak sana sni kayak hambalang,-1
miris bingit lihat tim habis tim sukses sampai kaum dispabilitas dipakekin kaos tidak,-1
betul tuju banget makanya saya tidak milih anda,-1
garuda agussylvi siap bawa kalian menang bangun jakarta lebih maju,1
tuju makanya saya tidak mau pilih anda,-1
belum tentu coba lo tanya dlu artis,0
tidak pernah lompat abang,-1
tentu prioritas review program,0
aplg pilih thn dpn kita makin sengsara sering denger kata prihatin mirip sby sa,-1
ibas temennya nazarudin mana tidak pernah kliatan,-1
otak udang mah pasti dukung cagub sangka model sia sia,-1
ahoker kerja tidak hujat nyebar hoax paling mentok fitnah cupu,-1
spt maksud rmh apung rakyat kumuh maka lahan negara saya mau bro sm m,1
saya maju terus dukung dia masuk bui hukum,-1
pakai baju iya mau pilih ogak salam,-1
saya mau na apa beda aril peterpan ya,0
ntar buat kota apung pake lampung ya,-1
kata jubir kata belum tentu begitu,0
sudah bukti cara hukum,0
tidak nyinyir fitnah bukan kubu gitu,-1
awal begitu mungkin ya downgrade terus om,-1
maklum sby tau insentif lama jabat lupa menservice rakyat,-1
tidak ngeles bukan gitu,-1
hmm boleh tu cerdass,1
kapok makanya tidak milih anda,-1
kuat alir spt air dia cari celah ketika dia dihadang bendung,1
salah pilih sengsara tahun depan,0
makanya harus siap lampung ajar renang,-1
sudah psti suara,1
rumah apung buat berak atas empang iya,-1
iya sudah nda sabar lihat abang papar program bagi bagi uang apung insentif,-1
pesawat canda enak makan jengkol,-1
tuju pilih uda lihat hasil kerja,1
bikin pesawat ufo kaga mampu apalagi kota ngapung,-1
ya pilih kamu sengsara thn thn jam thn curang tim kamu sukses lancar,-1
saya lihat berita maka turut hemat saya sangat jauh ciri ciri pemimpin,-1
banyol kala bangun tidur tidak masuk akal,-1
pemimpin manusiawi tegas sudah bukti wakti militer sekolah terus travelling,-1
gerilya teroganisir mungkin senyum garuk kepala harus jam jadwal loncat jam brp,-1
bener banget makanya saya tidak mau sengsara tahun jakarta mangkrak apbd kuasa anda sby,-1
wah sudah dibriefing oleh ahli seperti arti sudah jelas tidak faham kena segala,-1
bagus klw abang sadar semoga warga dki sadar pilih ahokdjarot ahokdjarot ya,-1
bukan hanya tahun thn sia sia spt pepomu agussylvi,-1
baca pelan inj hal penting banget,0
mana warga mana selalu ramah senyum garuda agussylvi,1
kata gaesss rugi saya ganggu hoax garuda agussylvi,0
paling tidak dia hebat dapetin anisa pohan,1
kami do buat abang agussylvi semoga menang,1
m rw langsung masuk kpk th ibukota kumuh banjir warga senang tinggaldibibir sungai emosinonal,-1
abang sore tadi hadir khitan rusun tambora,0
foto lucu banget,0
selvy waktu walikota imb licin jaksel banjir sampai kemang and kumuh so what gitu,-1
garuda agussylvi adalah rakyat rakyat selalu dukung,1
sen saya ma lo agussylvi tar pas debat terus kepeped garuk kpla yh,-1
padahal lulus harvard insentif tidak tau payah,-1
lima abang milik program bagi anak muda ekspresi,0
empat abang mpok tingkat aman ibukota,0
abang mpok bangun sistem,0
saya suka bs cermin sederhana saya harga sudah kerja jkt saya bela wong cilik,1
tiga abang mpok punya program unggul inovatif,0
cara buat fpi,0
jam sekarg pojok ngamuk blokir lapor be,-1
jika belum tentu pilih kami jelas alas pilih abang mpok,0
kalian kenapa marah harus bantu jawab hal mungkin tidak dia jawab walaupun ucap sendiri,-1
brigade junior gorak gorok comot polisi kencing celana kamu,-1
kira misal gubernur beneran masih mw acara warga tidak ya raguk,-1
garuda agussylvi,1
terus gerilya selamat jakarta selamat indonesia,1
bagi jika hri trnyata ahokdjarot tetap pemenanganya,0
kata mama mau uji mohon tenang ya ajar dulu nic nanti kga salah omong ntar sby marah,-1
lima abang mpok milik program bagi anak muda ekspresi,0
dua milik rekam jejak bersih lama gelut karir masing,1
kata widodo keroyok dukung paslon tidak cara guna premanisme,-1
semua banyak ya masuk suara bapak pake masa fpi,-1
pazero duit mana ba,-1
ayo pilih agussylvi agussylvi garuda agussylvi,1
amanah bagi masyarakat garuda agussylvi,1
anak muda pilih nomor garuda agussylvi,1
pemimpin garuda agussylvi,1
agussylvi agussylvi garuda agussylvi,1
mau omong ape kamu mata kamu mana nyet,-1
lautan warga kembali sambut hangat kembali hidup garuda agussylvi,1
ayo damai jiwa pilih nomor garuda agussylvi,1
masa depan masyarakat kota dki jakarta garuda agussylvi,1
garud agussylvi semangat dukung cagub tidak,1
program kerja nyata garuda agussylvi,1
garuda agussylvi fighting,1
pilih nomor garuda agussylvi,1
rakyat garuda agussylvi,1
bapak dukung,0
terus gerilya agar paham dki jakarta garuda agussylvi,1
jakarta rakyat garuda agussylvi,1
garuda agussylvi semangkin tinggi,1
demi jakarta lebih baik maju agussylvi agussylvi,1
tolong atur tim sukses jangan main tempel rmh orang tanpa ijin tidak etis,-1
garuda agussylvi bermujahaddah idris jangan lupa and follow serta doa iya,1
wilayah global berpenduduk besar bapak,0
cuma loncat bagaimana mau benerin jakarta bapak mending,-1
garuda agussylvi peduli rakyat,1
harus saya tau bapak boneka oleh bapak raih jabat politik,-1
garuda agussylvi terbang tuk sampa harap doa rakyat kepada sang tuhan,1
semua lapis masyarakat harus ngertilah abang hire buat menang,-1
jangan pake dukung segala kamu,-1
abang sudah tentara senior harus jaga,0
jangan gin cara bariu diri sudah belagu lo sob,-1
dik sudah ambil rapot dik,-1
jangan lupa pilih nomor urut ya tanggal februari para garuda agussylvi kita,1
pilih tidak kita garuda agussylvi,1
buat jakarta maju adil aman sejahtera kita juang garuda agussylvi,1
kita dukung abang agussylvi kita garuda agussylvi,1
selalu semangat ubah jakarta garuda agussylvi,1
garuda agussylvi jakarta aman senantiasa rukun damai harga mati ujar,1
agussylvi agussylvi jakarta garuda agussylvi,1
lol tidak de ya kl tidak takut bantai abis tidak bekas,-1
agussylvi sejak dini telah siap abdi garuda agussylvi,1
garuda indonesia garuda agussylvi garuda agussylvi,1
beda beda tetap satu garuda agussylvi,1
ayo relawan demi jakarta garuda agussylvi,1
satu jakarta garuda agussylvi,1
orang sebrang suka agussylvi garuda agussylvi,1
marunda hadir undang nikah warga tempat,0
arti gerilya lapang garuda agussylvi,1
jakara lebih maju aman adil sejahtera agussylvi garuda agussylvi,1
abang mana sampai tidak lihat gitu keren tau saya sawah besar basis banteng keren,0
garuda agussylvi kami nomor satu adalah pilih kami,1
ahokdjarot ahokdjarot sering dihadang saat kampanye jika diam mrk dukung aksi fpi,-1
abdi rakyat bangsa negara garuda agussylvi,1
bukti elektabilitas agussylvi terus tingkat garuda agussylvi,1
agussylvi gerilya lapang garuda agussylvi,1
siap terus kita mantau pemer,0
ayo positive campaign garuda agussylvi,1
agussylvi fitnah agussylvi suka garuda agussylvi,1
baik sudah agussylvi gerilya ciliwung garuda agussylvi terbang tuju puncak,1
program unggul agussylvi agussylvi garuda agussylvi,1
ayo garuda agussylvi lebar sayap menang sudah depan mata fef,1
siap ngumpet kapan ajak debat,-1
otak udang dukung ahokdjarot,-1
garuda agussylvi siap wujud,1
prestasi garuda agussylvi,1
agussylvi peduli waris indonesia garuda agussylvi,1
dia timses sering nonton film fantasi avatar ide apung situ,-1
kuat garuda agussylvi,1
setia garuda agussylvi,1
ana garuda agussylvi,1
terbang tinggi garuda agussylvi,1
ayo terus satu garuda agussylvi,1
jaga mulut jaga kebhinekaan garuda agussylvi,1
tidak kampanye mana mau bapak hampir tiap minggu dateng kondangan warga,-1
sapa bung tawa garuda agussylvi siap singgasana kepemimpinan,1
ujung ntar langsung maen playing victim,-1
lebar sayapmu garuda agussylvi menang,1
wahaha makin tidak sabar nonton debat abang,0
bacot pompong,-1
abang warga marunda baris muda demokrat punggawa,0
pemimpin memang hrs tegas hrs punya hati nurani,1
tidak cuma sekedar geriliya cari solusi warga ayo ayo follow garuda agussylvi makin update,1
dukung abang banyak benerrrr,1
garuda agussylvi siap bawa terbang cagub tidak satu menang,1
jadwal debat resmi pilih ya,1
suka abang tengah warga garuda agussylvi ayo pilih nomor satu,1
relawan garuda agussylvi makin hari makin kreatif dukung ya bravo fef,1
garuda agussylvi kita kampanye positif kreatif menang,1
gubernur tiap hari harus bsa debat apa mau nyuruh mama mu debat nanti,-1
banyak nonton sun go kong the avenger bocah banget anak,-1
garuda agussylvi cinta makin lengket,1
kamu pikir gampang bikin kota apung jangan banyak nonton film fantasy,-1
semoga tagline jakartaforall bukan skdr slogan dpt dpr realisasi,0
makanya tidak berani tidak teman,-1
satu langkah dukung garuda agussylvi,1
tidak kompak cagub cawagub bgm satu kanan satu kiri,-1
rekam jejak antara maka tentu tidak turut saya percaya adalah ibu agussylvi,0
rekam jejak lihat sini ucap tahun beda sekarang,-1
ya sekarang byk bot puja puji agussylvi prestasi saya bingung pretasi mana bro,-1
presiden r fef fef fef,0
garuda agussylvi dada maju terus dukung,1
mereka mah politikus anggita dewan masih artis ya,-1
prediksi kalah telak warga dki benci baru bapak rasa pahit,-1
emang air lemon pake sedot,-1
cagub satu ngeles terus bilang takut debat sendiri,-1
kocak tidak bosen nonton ngalah ngalahin sule opeje,-1
sempat diri berik selamat kepada dina umar warga marunda langsung nikah,0
dasar pertama bedah statement siapa dapat percaya masyarakat sekarang masuk alas dua,0
tentu cara akal sehat normal manusia mana indonesia tidak mungkin pilih solusi kota apung,-1
tau takut tidak nguasain debat ya abang kl cawagub buat minta tlng cawagubnya jawab,-1
hitung hari,0
laku kampanye tatap muka sekaligus silaturahmi baris massa demokrat bmd marunda jak,0
tq akhir kamu sadar sby anak sudah pinter pilih berpengalaman seip,-1
ngecek hashtag banyak pake bot pasti suruh cagub raja bot,-1
dasar dua nurut sby mungkin ber bikin album trio abang,-1
jangan lupa pilih tidak tanggal,1
izin ikut pilih milu dki saya milih bapak agussylvi maju terus bapak,1
sukses dki one,1
abang hadir khitan warga tambora,0
bagaimana cagub cawagub beda pandang satu ngegusur satu tidak ngegusur mana percaya,-1
rusun tambora abang histeriiiis,0
abang bener makin mantap pilih ahokdjarot feb nanti,1
ibu tanggal januari atak masyarakat harus cerdas gusur tata bagai,0
betul sekal abang pilih sudah bukti ruji,1
pasti bukan cagub magang mcm,-1
justru sengsara milih sahabat karib fpi maka kami ber,-1
beri amplop berapa ya,-1
rekan minta sambut abang atas panggung saat gerilya marunda jakut,1
selamat tanding para cagub jkt saya salah satu warga jkt harap tidak serang orang,0
fatwa tidak cukup doa baik adalah doa tanpa kerasan sebar fitnah mana mana,0
masa cuma ribu ikut kampanye ahay bener tidak irit mau cuma ribu,-1
rp ikut kampanye bener tidak agussylvi,-1
tim cemooh wacana kota ngapung ala,-1
kubu aniessandi aniessandi nilai gagal paham bicara soal kota ngapung,-1
masih dipake cara sby,-1
makanya kubu agussylvi perlu antisipasi curang,0
apa iya abang,0
jkt sudah ubah jkt ingin lbh baik salam jari,1
mantap semoga bapak agussylvi menang,1
kota ngapung,-1
selalu tengah rakyat,1
asal jangan nanti muncul heroik nyapu ormas radikal kelar ab,-1
salam satu,1
datang haul alm abdurrahman wahid,0
kualitas bs,-1
tni suka alias nakut nakutin rakyat sob,-1
sumpeh lo abang bicara makin mirip vickynisasi tidak bayang ni bocah pimpin jakarta,-1
daripada ribut politik mending makan pisang om,-1
jakarta ramah pilih pemimpin ramah,1
kampanye sosialisasi program lindung anak,0
bagus maen pokemon go serius pasti dpt banyak,-1
judul lebih cocok salah pilih sengsara lima tahun depan,-1
kanjeng mantan tentara anak buah maen keroyok,-1
semangat generasi muda agussylvi agussylvi,1
hadir acara maulid nabi muhammad saw,0
program dana gulir,0
ya bahh kerja mereka cuma jatuh padahal belum tentu seperti abang,-1
program usaha kecil,0
warga kalimantan dukung agussylvi agussylvi,1
jakarta sudah brbh banjir sudah brbh mukim kumuh sudh brbah trnparansi bumd sudah trbuka kmi tidak butuh anda bung,-1
pecaaaah banget gerilya abang,1
copas biasa tidak lebih tidak kreatif,-1
gas terus jakarta rakyat,1
teman jakarta utara gerilya lapang abang marunda cilincing,0
abang barisanmuda marunda satu komando pilih tidak,1
mantap hati nomor satu,1
kamu tegas tidak lol tunggu aksi januari layar kaca don t disappoint us sudah isi slot iklan,-1
rekan afc jakarta utara turut awal gerilya abang marunda jakarta utara,0
jakarta harus punya gubernur baru agar masa depan rakyat harap baru,1
berani dateng tanggal januari,0
jelang debat nilai dua lawan kuat,0
bapak lebih apa drpd abang soal sikap fpi,1
dukung syg gua bukan orang jkt dukung ahokdjarot dki r,1
tahun baru gubernur baru pilih agussylvi agussylvi jakarta rakyat,1
abang fitu komentar ig masih nonaktif bagaimana,0
tanda bukan ya mau mbak nana ya,0
jakarta harus pimpin oleh orang suka maen goodie bag ya bung,-1
sumbar saat debat pilkada bikin kejut tiba loncat arah tonton hilang se,-1
sukses selalu abang agussylvi dki jakarta for number,1
dukung fpi rasa jakarta milik umat mayoritas agussylvi,-1
bahhahaha fitnah,-1
kasih bayi sampai kejer kenapa masih paksa gendong milu,-1
ayo program janji,0
tetap optimis senjang kurang,0
sandiwara dihadang fpi,-1
ngehahahaha tidak heran ya sering masuk tt,-1
abang sm mpok top,1
mau kjutan jangan bilang kejut lompat rumah apung ms,-1
gerilya jam sekarang ya gitu om gerilya citra,-1
dukung fpi legitimasi tindak intoleran kerasan brutalisme selalu,-1
sana sini abang,1
demo apa larang pilih pemimpin,-1
beri solusi masalah tim bangga warga jkt,1
siapa bilang cocok tidak gebukin orang bayar pake duit habib palsu,-1
sambut warga antusias mana,1
pilih rakyat jakarta cerdas,1
pahlawan nkri pahlawan rakyat jkt,1
sambut riah tatap muka abang,1
kemengan menang rakyat jkt,1
simpatisan ahokdjarot donasi tnpa pksaan beda mrk mati an kluar fuluz sendiri ngumpulin orang,-1
bangga para warga para remaja,1
solusi masalah jakarta,1
cagub magang,-1
debat tidak makna baah tidak usah dipromosiin ntar saya bilangin,0
kian banyak warga luang waktu bertemu abang,1
ahokdjarot tarung sejati tidak cengeng smua dhadapi tegar wlau dzolimi tidak sprti pra cundang,1
gubernur jakarta prorakyat,1
kami pilih abang mpok rekam jejak bersih prestasi,1
paslon cemen jangan pilih tidak bagus buat jkt minim prestasi,-1
pemimpin ubah jakarta,1
tahun baru gubernur baru menang rakyat,1
satu semangat semua,0
se tum jangan pilih mrka,-1
terus semangat gerilya abang,1
agussylvi lom ngetti nmnya dmkrasi shat tau dmokrsi hore smua atur timhore sopasti pke fuluz,-1
dy cagubku nama mana cagubmu,1
ya ahokdjarot kalok tidak bawa ayat al quran tidak bakal demo,-1
beri solusi bukan binasa masalah,1
agussylvi sylvia paling paling top,1
insentif naik kendara terminal apung lnjt stasiun apung situ moshing neg apung,-1
konsisten berantas sakit sosial,1
eitss tg sebut moshing ntar lompat,-1
kmpnye sudah dseting sdmikian rupa berksn evoria katro bgt,-1
jakarta lebih baik,1
lemah agussylvi jangan dcari mmg sudah lemah tidak bs apa dlakukn kmpanye cuma hore sana hore sini smua stngn timses,-1
agamis santun tidak pernah nista agama lain,1
ex tni konsisten tidak menghianati rakyat jkt,1
abang saat beberapa tokoh bagai agama sampa penting jaga kebhinekaan,0
abang cagub muda ramah,1
fpi biang ribut nkri,-1
antusias warga sambut bapak,1
junjung tinggi bhineka tunggal satu indonesia,1
nonton bareng,0
hari tetap semangat abang,1
akun hp,0
betapa ramai warga sambut datang,1
konsisten tingkat sejahtera rakyat jakarta,1
semua dukung agussylvi menang,1
jago mau citra gagal,-1
konsisten kepada rakyat nkri suai sapta marga,1
dukung seluruh elemen masyarakat jkt,1
geber ayo,1
tidak usah ragu pilih sudah bukti semua program,1
agussylvi agussylvi selalu hati,1
rekan senantiasa teman gerilya abang mpok,0
satuju,1
semangat terus dukung agussylvi,1
lihat tren elektabilitas hanya curang alah fef,1
waahhh hadang ya laporinn plisi ditangkep,-1
in abang,0
boleh calon lain boleh bagi kaos topi pkpu atur hal,1
salah satu program abang dana gulir unit usaha baru,0
abang selalu sambut oleh rakyat,1
semoga selalu berik sehat sabar ketabahan,1
heran dulu lulus baik akmil ya sejak kapan gerilya sambut bak prajurit y,-1
semua dukung agussylvi,1
debat pilgub selalu tiap gerilya fef,0
agussylvi dukung semua kalangan,1
gerilya lapang karang anyar kartini sawah besar,0
kita semua dukung agussylvi,1
apalgi paling ngebet dia ud les mati,-1
kata citra paling cocok benar buat cah bagus cucok secucok cucoknha kayak sby,-1
kader militan pkb jakpus kerja tanpa perlu semua menang abang m,1
kreatif positif tanpa batas shooting program acara,1
jangan tidak milih semua warga dki harus pilih khusus mari coblos,1
presiden sekarang emang lebih mantap dah,1
maka hanya dia sendiri paham apa dia ucap dia harvard harpat,-1
sbyudhoyono lebih mantap,1
coba sekal sekal abang dateng dadak tanpa siap apa lihat tidak,0
waspada curang sedot data,0
gerilya salah satu cara ampuh,0
gerilya kbbi arti apa abah,0
pe hsl kreatifitas nyata,1
kita doa demikian agar abang dpt baik dki sempat porakporanda,1
jakarta baru pemimpin baru,1
plus fasilitas awan kinton abang,-1
saya curiga dia cari bocor panelis siapa,-1
gang sempit pilih tidak ya,1
jakarta satu tidak bagi nomor satu tetap hati abang mpok,1
jakpus sawah besar photo bicara,0
siap awal program unggul fef,1
maksudnye jangan kaya ahokdjarot bung tidak pernah bagi goodie bag kaya bung dermawan,1
setelah catet,0
saya saksi sendiri abang selalu catat aspirasi disetiap gerilya tidak hanya basa basi,0
agussylvi inspirasi main anak sampan pelepah pisang sungai bawa arus hilang muara selesai,-1
jangan buat malu agussylvi gubernur dki harus lebih segala pernah,0
qiqiqiq jonru jonru mudah kamu sudah insaf,-1
tidak pernah daerah saya cilandak barat,0
rakyat satu lawan tindas benci serta fitnah,1
abang terus sapa warga gerilya satu jakarta,0
makin hari makin eneg cara cagub,-1
kota ngapung maksud apa ya tolong jelasin abang,-1
tidak peduli panas panas tetap gerilya abang mpok jakarta rakyat,1
berita,0
cuma harap kami dpt bawa ubah jakarta tidak mau laen,1
saya tidak paham abang,0
agussylvi bagaimana,0
insentif langsung mkirin duit nyaman insentif bagaimana saya tidak ngerti abang,-1
nama gerilya blusukan ya cinta rakyat ya siap sambut segambreng agussylvi,-1
apa insentif kayak gitu insentif apa abang,-1
buka lo robot bro nyadar tidak lo awal dukung yim n sekarang dukung ahokdjarot beda ya pindah haluan,-1
artis politis redup,0
paham apa bicara hanya dia sendiri tuhan bahkan pasti tidak paham,-1
mpok siap bangun jakarta rakyat apa kalian siap coblos tidak,1
dah tahu pasti kata silaturrahmi,-1
abang mau ngelak apa,-1
bung begitu slh omong acara debat media plintir berita p,0
bung hanya segi debat tim anda bs serang,0
hati pikir satu tuju nomor,1
suara tidak kurang hny krna oceh fitnah justru tambah dukung,1
gusur wajar batas padan sungai,1
pihak ahoker masuk serang tuju cari lemah agussylvi sudah tau baru bully sadis,-1
mungkin stlh insiden rumah apung timses panik takut abang blunder waktu debat,-1
kami tidak butuh pemimpin banyak duit kami butuh pemimpin banyk kerja nyata bagi dki,-1
istilah bukan gusur ngapung ya,-1
saya ngakak abang anda omong bicara rakyat modal citra orang brpikiran waras sudah kapok m,-1
semua orang waras tau kaum barbar belakang pilih,-1
tanpa restu sby mama tidak debat buat abang mending bikin rancang kota ngapung,-1
saya tidak mungkin pilih atau,-1
fpi adalah huni cikeas tebar busuk,-1
hari senin januari kita kumpul abang cilincing jakarta utara,0
selamat pagi dengerin pesan dulu ayo fef,0
selamat pagi tweepd selamat aktivitas penuh semangat seninsatu,0
gembira dapat duit ikut selfie bareng,0
tedy lebih pintar gara gara buru jabatab sakit jiwa,-1
kasih sarap apa mpo,-1
yups saya dah buktiin sendiri t apa alas km dukung doi tidak jawab,-1
kukira saya bodo tidak mudeng agussylvi omong tidak tahu semua tidak mudeng omong apa,-1
bpaknya tahn nangkrak bngunan gimna anak nanti pling duit rakyat m keluarga kuda mh aneh keluarga korupsi,-1
warga kapuk muara dukung,1
biru tidak anti merah siap merah biru saya yakin tidak semua merah anti biru sukses abang,1
arti bukan bicara om ahokdjarot tidak asal gusur wong relokasi tempat,1
wuihhh tahu,-1
ambulance ngapung suka an,-1
pesan mereka orang pemimpin kelak,0
boleh claim data mana,0
lol gagal paham tidak,-1
tuhan ikut jejak sby lantik panglima bintang empat ya tuhan,1
bener,0
tatap muka terogong cilandak umkm tahu sumedang kampanye hadir bude abang,0
abang kami lebih butuh lampung daripada ambulans tidak peka kamu abang,0
barusan temen saya blg saya gile lo ton mau milih masih mending saya jwb ya aniessandi agussylvi,-1
orang dulu ngerecokin mulu sekarang sudah modar kali ya,-1
hoax bonyoax les,-1
pasti rakyat sudah jelas dukung siapa,1
abang selamat garuk aspal gara semua naik,-1
bapak lhu masuk bui,-1
semua tidak lihat diri sendiri apa kalian semua sudah hebat cara didik sj apa kalian lebih unggul,-1
tanya ama teddy sudah sholat belum,-1
dki ya bosss,0
betul gubernur bengis gusur rakyat saat gusur rakyat,-1
om contoh salah pilih tanya sby lebih thn,-1
ayo keren buat lompat,-1
kata gusur tanpa manusiawi bukan hal bangun arti agussylvi tetap gusur,0
den tunggu moshing sambil ngapung,-1
stage ve ujung monas mau nandingin,-1
waspada konsultan poles para pwnghianat nkri cinta waspada antek antek china komunis kapitalis,-1
gerilya abang tarogong tatap muka sekaligus kunjung umkm,0
satu satu,1
ya kendaliin satu orang sekal twit ratus mungkin ribu akun twit hal sekaligus,0
sok tau kamu,-1
dulu belum muncul calon gubernur dki kira stone ahli hukum intelek,-1
tanpa gusur jakarta bs tertib ekonomi rakyat tertib,0
bung saya tanya apakah pernah pemimpin,-1
main duit,-1
sayang saya sudah block,0
baru hebat,1
kata sohib malah dikatain bib ms diketawain pula,-1
smua ulah ntuk tuju politik,-1
habis keseleo abang tidak berani,-1
agussylvi yudhoyono semoga tidak gusur tidak manusiawi,0
bagaimana cara bapak kota apung,0
bapak diomongin kata bapak tidak becus,-1
admin sering sering bentuk kultwit ttg kita siap memviralkan sinergi kolaborasi,0
om bingung pake kompas bodoh banget,-1
budi goblok bahas robot bukan gusur gusur sekarang lebih bagus,-1
abang tidak moshing sini pasti keren moshing sini,-1
ahokdjarot ya tidak,1
maklum mba lulus baik ntu harvard,1
alas apa plis bales,0
kayak harus berantas selain harus berantas hoax,-1
mewah mah silau abang kami tidak nyaman kuasa tinggi kami mau gubernur sederhana,-1
tidak yakin,-1
mantan mayor harta limpah abang iya lupa waris the kingdom of cikeas ya,-1
tidak mu banyak apa colek,0
banyak mikir ya bagaimana atuh abang gubernur dki masa banyak bukan banjir doi,-1
perbedaanya mana proses sekarang sudah masuk sidang,0
bg brhentilah harap jawab mereka saya na apakah agussylvi sedia dukung fpi tidak jawab,-1
saya boleh na tidak kamu fans bapak ahokdjarot apa haters agussylvi,-1
coba tanya perlu keluar fatwa kaos kagaakk,0
pandora ala abang mungkin solusi kotaapung,-1
juta hoax tka china kelessssssssssss,-1
gerilya agussylvi selalu sambut riah oleh warga arti saat,1
gerliya lapang abang agussylvi mayor pecah telor,1
colek punya ide,1
jangan lupa satu jakarta,1
jalan trotoar ngapung ya,-1
akun robot lihat ta om,-1
tidak jual program malah jual sandal program dulu diselesaiin baru jual kayak sudah yakin menang,-1
era bapak pmrth naikin harga bbm pdip teriak teriak sekarang bbrp komponen efek ganda naik rentak mingkem,-1
insentif kota apung m bahan debat empuk,-1
anggawira nilai dinasti politik milik potensi korupsi sangat besar mudah tidak ya,-1
bukan bantu jawab tanya tidak jawab malah jual pake hastag,-1
penting tanya,0
yakiinnn saya pilih tidak top markotop,1
beda broo lihat mana asli apa rekayasa cam,-1
bukan beban aparat,0
beda bukan orang bayar tidak bagi kaos,-1
abang mpok siap bangun jakarta ayo kita satu,1
trotoar pkl pejal suruh ngapung ya,-1
interaksi rakyat kecil baru nyagub lama kaga semua lihat palsu,-1
senenglihatnya pasti agussylvi agussylvi gubernur dki jakarta,1
sunyi nang balas in cobain,0
payah cagub paksa sby mama kasihan bego permanen ya kata pe,-1
semua orang mata hukum acara,0
min sabtu jadwal sabtu besok mana arah cibubur info,0
jalan aril gadibela pemerintah colok beda mba,0
ngapung dlu agussylvi,-1
gala dinner hadir ketua tegas ardy malembout crown hotel jakarta,0
debat ring antara kubu vs by vs from,0
kita bangga anak muda pilih kami tetap muda saya banget nomor satu pilih kita,1
gala dinner anggota dept kpk dpp partai demokrat,0
bagus meureun bs saling bagi dapat tanpa harus tukar dapat dalang,0
kepemimpinan ahokdjarot bukti boros uang negara rp m ag,-1
jangan sampai salah milih pilih baik tidak,1
tidak baik,1
agussylvi agussylvi jakarta pasti,1
bocah ingus masih gendong babe mah nggk punya program sendiri layak laksana,-1
satu jakarta lebih maju,1
pilgub bentar pilih tidak,1
pilih tidak wajib ya,1
hebat ya loncat,-1
ayo tetap pilih tidak,1
kalem hanyut,1
tidak sumbang banyak duit mayor bs milioner,-1
raut antusias mereka foto sambut menang februari,1
sudah contoh sapa bukan kata,-1
suasana gerilya selalu sambut warga riah tanda menang makin dekat,1
maksud tidak hubung badan yaiyalah masa panglima mau jeru,0
iya mana rela jatuh ketang orang lain,0
semoga menang bapak sll doa baik buat ibukota jakarta,1
betul banget abang cinta rakyat satu dng rakyat cinta aparat,1
ingat pasti kita pilih nomor satu,1
sukaa sekal ma abang mau sie beliau pasang abang wah top,1
bapak situ pemimpin indonesia lama tahun bapak tolong jawabin anak,-1
program utama bukan nyinyir kiri nyinyir kanan,-1
