text,is_kelas
betul bapak perlu cek nanti khusus dana bos kenapa telat ya ingat sekolah dijakarta listrik cabut pln,0
jawab tuduh miring kpd sbg gubernur muslim lebih baik,0
aalam jari tunjukn jati diri jangn orang pintar tapy tidak benar kami butuh orang pintar kami perlu orang bnr,0
tangkap aktor mesan ktp palsu,0
fpi guna oleh paslon lain pukul ber,0
adil sekarng condong,0
suku dayak tuntut fpi bubar bagaimana fpi bubar,0
harus desak dulu baru mau fpi,0
adil hanya buat punya uwang uwang ngantri bela,0
enak ya ngayalnya,0
didik kemudian cabut cita cita pemimpin bukan muslim munafik,-1
mbok kalu emang kamu kenapa cuman tahun kamu pimpin dikbud,0
mantap smg mjnd pemimpin adil,1
saya bingung nonaktif menteri didik masih lempar isu ttg didik memang dulu mana abang,0
pimpin fpi mesum tidak moral moral tidak bawah ketiak fpi,0
mungkin sementara adjah tenun bangsa gada tambur kapan tau tebus,0
cagubnya suka salah data jubirnya lebih parah suka tidak punya data senang rituit twit sampah,0
banyak minum air putih bapak dehidrasi ringan dapat turun konsentrasi fokus,0
jangan lengah menang sudah dekat,0
fpi punya program indonesia hajar mesra rizieq gemes lihat,0
thn pecat menteri br tau alas kenapa,0
hati hati ya teman teman abang beliau nyata ular takut saya,0
coblos tidak sudah bukti tidak teori,1
hbgn saudara antara agussylvi gubernur tanding fpi dukung,0
aniessandi aniessandi,1
mara ngantuk lebay tenan,0
sifat asli atau poles super kilat para usung sejak nyagub asbun asal serang,-1
benar iklan kampanye paslon benar shame on,0
mantap,0
cuci muka dulu tong,0
semua bebas tentu pilih jangan saling serang sbb pilih beda,0
lanjut pasang lejit tingkat elektabilitas,0
betul diri,0
suatu contoh baik calon gubernur kita yaitu aniessandi aniessandi,1
sudah cuma omong tenun bangsa bapak tidak ngerti apa soal bangsa,0
satu beda terus apa maksud kami ber peci,0
baru mau sebut sudah py pikir cerdas,0
anak muda trpilih pelosok bangun tenun bertemu realitas cetus lbh pilih kuasa,0
sejak nyagub asbun asal serang,-1
mungkin pas anda menteri pas lupa kali ya bapak mulai ingar pas sekarang,0
tidak heran kamu pecat,-1
dzikir masjid sunda kelapa malam penuh sesak oleh warga dki,0
republika komentar,0
ayo lengkap malam obrol saat pic,0
selalu siap gerindra,0
bapak monggo baca,0
masih relevan bapak rmh generasi milenial tantang berat,0
ya,0
cagub aniessandi aniessandi bertemu warga difabel jakarta janji bantu cari kerja bagi kaum,0
par tai usung dukung reklamasi bukti dprd terima titip nolak,0
saran mai nyalip lihat sikon mampu pribadi beli kaca cermin dulu sampa bapak aniessandi ya,-1
bukan ide baru biasa aj,0
kasihan bapak isi otakny penuh benci sara smg bapa dapat hidayah,-1
aniessandi sedih kuasa rela gada apa sj,-1
ayo kawal menang agussylvi,0
makin kecewa bapak padahal dulu ngefans sm beliau,-1
terima kasih kompas media mainstream mulai adil mt apa makna kampanye,0
saya tidak boleh nyoblos umiiii,0
iklan saya jam dulu iklan tidak bawa sara,0
keren kreatif kami bukan warga dki bapak kami berdo untk sukses bapak semoga tuhan meridhoi,1
wih kerja cagub tidak berapa ya abang nomor bukan nie kerjaanya kaya gin,0
sudah hati sejak gubernur lanjut tidak baru atas ide bapak,0
nonton ya bapak,0
apakah masuk anak non muslim bapak,0
inget ya ahokdjarot ahokdjarot,0
makanya bapak buang prestasi urut menteri plus munafik,-1
pilih sipit,0
tuju banget anak jalan masih keliar makin banyak dinsosnya merem bapak bro,0
pantes sekarang lengket sm rizieq bntr mgkn materi stand up sm kaya junjung smg tidak,0
niat buat mereka pemilh gelap ya tahu,0
sedang tonton ayo tweet seru saat nonton tagar,0
bapak kenapa gx buat biaya siswa gratis anak kurang mampu,0
semoga tidak ajar anak anak rasis kemudian hari lebih baik kurang didik drpda kelak musuh nkri,0
semoga menang kontestasi ya bapak,1
betul bapak didik cerdas bangs,0
tuju bapak sekarang mesjid agung sunda kelapa,0
omong mencla mencle,-1
licik santun lol,0
baik mula perlu biaya sangat besar hampir mustahil cang baca ya,0
orang datang jakarta adalah tarung juang,0
pas menteri salut pas pecat bertanya waktu nyalon sudah tidak respek waktu ketemu fpi muntah,-1
bapak kamu lupa,0
enak ya ahokdjarot anak emas polisi,0
km pantas dapat juara tidak orang bodoh,-1
bapak aniessandi dl saya ngefans brt sm bapak sekarang kecewa sm bapak kmn selalu dingin lebih kecewa,-1
aneh fir aun jujur sekal padahal tuhan pihak kepada jujuran fir aun bilang jujur tahu mana,0
tuju bagus kemarin begitu harap sbg sosok politis masa depan sptnya kita harap tinggi,0
ayo lengkap malam obrol saat,0
kenapa kondisi larang giat agama monas ahokdjarot padahal sk gubernur th,0
hanya orang kurang peknik tidak teko tidak paham apa ucap aniessandi,0
kaya gin mau gubernur yen halusinasi ojo kebangeten bapak,-1
kurang kurang ya abang mau kampanye masuk akal sehat,0
keyyeeennn,0
ya ampun bapak aniessandi dulu saya kagum bapak setelah lihat iklan kampanye bapak rasis hancur sedih hati saya,-1
abang kampanye begini amat ya majalah misteri lahan kampanye,0
bapak tidak usah ikut om,0
kemarin begitu harap sbg sosok politis masa depan sptnya kita harap tinggi,0
detik cara bicara kayak bapak,0
keren cari analogi emg referensi beda tidak bakal tahu puchline,0
enga ahokdjarot nanti kl dah gubernur liberal ya engga abang,0
bapak bagaimana bagaimana kalah kalian begini,0
terimakasih abang saya makin yakin tidak pilih,-1
abang dapat salam alexis sanchez lucu ya abang pe,0
semoga abang ingat janji ya tulis oleh orang ya jangan pura pura lupa ya,0
mungkin jelas masa kualitas cagub mantan menteri didik malah tidak,0
padahal dl banget ikut indonesia ajar kecewa bapak,0
memang perintah agama yakin tidak salah,0
cara pikir abang kata ingin bawa warga bahagia nyata hanya fantasi,0
kalap kyx halal sgl cara duly musuhin syiah jil,0
tidak memang punya alam kerja tidak sebut pernah henti atas ya,0
dadak pingin berak,0
an old low justru tunjuk dukung dukung abang tebar hoax fitnah mana,0
bapak aniessandi,0
abang kenal orang tidak abang aniessandi minta dukung orang p,0
jakarta beautiful ahokdjarot djarod,1
tidak curang tanpa rekayasa maksa maka menang,0
lebay banget abang abang biasa keleus,0
jika suasana seperti abang jangan tangis ya rizieq sampai tahan,0
bapak saya tidak lupa saya tidak ingkar janji saya coblos bapak ahokdjarot salam damai bapak,1
cagub sudah nyentuh sara tidak pantas buat pilih,-1
teori tanpa praktek minum tidak aernya,0
mantap kompak banget,0
abang hanya coba coba ayan rakyat dki gawat,0
kelas teri pake tepung peyek,0
makin tahu belang abang amit amit,0
satria piningit sudah sempurna apa diri,0
keren banget bapak aniessandi,1
ubah sangat cepat abang persis tidak diri,0
ngakunya dukung didik maju iklan rasis aniessandi kubur cita ajar non muslim leader wtf,0
mantan asbum,0
didik buat iklan tidak didik,0
malu tau salah bentar nyata iklan ilegal alias unofficial booommm,0
saya sudah tidak kaget abang dukung fpi saya sudah tahu mereka paham,0
semoga abang bs sadar ya jangan arogan debat dukung fpi malape,1
datang undang nyoblos bapak presiden kapolri saya harus nyoblos siapa,0
selamat ya abang dapat dukung fpi,1
jilat sana jilat sini,0
tanda tanda abang abang cermin diri atas apa telah,0
mantap bapak tanggal feb besok saya coblos tidak,0
nomor,0
bapak brrt kjp tidak brlaku non muslim cukup baca nulis uda terus ngaret mmpi,0
masya tuhan abang sampai puji firaun tobat abang,0
norak norak norak norak bapak norak,0
bapak sudah tiba acara abang,0
makin tunjuk watak abang haus kuasa cermin foto bukan rahasia umu,0
astaga parpol dukung abang justru fitnah abang aniessandi,0
saya tidak bayang jika abang gubernur dki dekat preman agama rusak,-1
lawan negara lain leceh nkri,0
bagaimana mau dukung orang lain kinerja lama menteri tidak becus kasih anda,-1
ngasih janji masuk akal bapak,-1
kepada justru buat survei aniessandi turun jauh,0
rembugan muncul gagas bs implementasi maju spt relasi arah,0
keluar asli orang,0
tidak punya rupiah punya uang arab ya,0
sendiri rusak citra politik bangsa indonesia,0
anda mau pilih pemimpin idola orang fir aun,0
astaga abang nama fitnah cuekkin abang tidak usah lebay citra,0
kl video mulut apa ya,0
benar sekal ideologi inkonsisten buat jelek buruk citra ne,-1
makanya abang minta dukung fpi pantesan survei tidak naik naik ciyaannn,0
parah banget ya bapak aniessandi,0
kartu kjp tidak berlaku non muslim cukup baca nulis terus ngaret gitu cocok cangkeme top,0
abang bos sudah mulai sindir anak sby lebih baik suruh cermin diri,0
dkungan fpi rasis irama mreka mrusak nkri bayang jk aniessandi brkuasa fpi mrajarela mru,0
abang masih ingat tidak tentang cuit bapak ingat tidak etis ya abang,0
maaf ya bapak saya unfollow dulu saya bukan haters bapak saya ktp sumbar saya domisili jogja saya masih ngulang htn,0
pasti kata butet cawang,0
nomor urut menang pilkada dki jakarta,0
mohon klarifikasi benar apa hoax,0
punya otak tidak,0
klihatannya anda kurang blajar pmp,0
islam adalah rahmat semesta alam apa dia sikap intoleran,0
abang kamu tidak boleh remeh soal debat abang bumerang buat,0
abang sungguh norak timses anda,0
kasihan iklan bedah rumah kalian tv program bedah rumah waktu bapak jokowi gubernur,0
objektivitas khas hilang sukses sulap,0
jika pilih nanti tolong jangan kecewa warga jakarta bapak aniessandi jakart butuh pemimpin tegas amanah,1
abang iklan jangan rasis hanya mau gubernur anda jual agama,0
minta dukung hanya dongkrak elektabilitas,0
lihat anak rusak gara fpi fpi dukung sengkuni,0
saya sudah capek sm laki laki banyak omong seperti abang abang stop tidak action talk,0
juru bicara sendiri tidak sinkron cagubnya jilat sedang jubirnya ludah,0
abang belum buat program kerja update berita ya belum bicara depan publik malu nanti,0
ya nama antek fpi ya,0
tidak perlu korek luar sudah lihat rasisnya orang,0
maaf saya orang cukup faham ttg watak arab mw kemas apa ilmu agama,0
kasih saya lihat dia orang khayal sejati,-1
pantun dlu bt abang abang tes tes ambil teh manis didlm kendi cln gbrnur emg sya plh abang aniessandi aniessandi,1
el sekarang doi gagas,0
cagub suka cari salah orang lain padahal dia sendiri tidak benar menteri dipeca,-1
abang tukang bohong pkb atau ya abang,0
kereeeeeennnnn kreatip hibur,0
meski tidak tutup akun medsos konten kampanye tidak unggah timses,0
bapak bagaimana bagaimana kalah kalian begini memang kalah,0
paling santer adalah sebut sbg titip jokowi boneka jokowi membelah suara umat muslim km kira surat,0
aniessandi pantas pecat ahokdjarot pantas penjara mikirrr,-1
untung pilkada dki topeng jati diri bongkar ambisi kuasa memang buat dia,0
wah timses blunder bapak anak sindir,0
agama beda ya nanti dulu,0
lang pasti tetap focus dukung,0
dulu saya pernah kritik beliau pas menteri sekarang saya dukung program beda hati guru,0
tim ahokdjarot acara tipu bukti,0
dki jakarta tidak butuh manusia gagal tidak prestasi pernah pecat jabat menteri,-1
pilih pemimpin rajut tenun bangsa bukan robek demi kuasa komen saya,0
pemahaman masalah teori praktek implementasi kait manfaat sorry strikes,0
apbd daya tarik buat calon wakil rakyat rakyat y umr ump,0
ahokdjarot sudah laksana,0
lperumahan kumuh bangun model triple deker warga tempat angsur,0
gagal paham mou jangan kagak tau lo makanya jangan sok keminter,0
semoga balik sudah nyebrang ya dik,0
seperti timsesnya perlu menjwb siapa ya timses bapak aniessandi sj jwb tunggu bapak,0
iklan kampanye terang terang pake senjata beda agama miko yudi at pic,0
retweet saya kpd orang mungkin sampai saat masih saya kagum salam sa,0
anda anti non muslim ya bapak dukung anda justru non muslim mnc media,0
saya ykn hati kecil anda rasa cuma sudah kadung timses saya tidak tau bnr tidak anda tidak bs tarik dukung,0
mba kualiatas spt bawah,0
so what said in tenun bangsa just scrap citra mata persis spt laku sang mantan,0
saya respect saya rela kl dia menang bgitu dia mendtgi fpi rangkul fpi respect saya hilang,0
belum anda tindak bapak ahokdjarot sudah lama buat tidak perlu pamer bro aniessandi,0
yakin tidak jual agama,0
sekal orang nilai orang spt apa bersukur bapak sudah mecat orang,0
didik buat masyarakat sejahtera akhlak baik,0
right orang intelek kyk beliau sgt miris mberi didik tidak jelas demi tangga,-1
jelas apbd dki sangat besar daya tarik bg banyak oranh,0
syukrlah pecat menteri skrng lihat belang sblm didik menjdi lbh hancur saya unfllow,-1
terus habis rekam adegan apa,0
kerak kerak kampanye jual agama,0
jangan sampai lewat malam wib,0
mantan,0
ulik sisi lain malam wib pic,0
saya suka reklamasi indah ky dubai saya pilih ahokdjarot pingin releks murah,1
saya pilih nasionalis tidak rasis,0
logika kenapa mereka jakarta daerah kurang janji buat mou,0
cari suara suporter persija superterny akebanyakan bocah bocah,0
presiden bukan cagub dki be jelas dki masalah,0
sayang sekal ya campaignnya gin komentar,0
penting apa mohon bukti dasar sumber data analogika jelas,0
sejak dl kali kmn aj abang lama menteri,0
santai abang broo,0
lebih baik kerjasama ama pemprov tetangga kerja tempat asal,0
rakyat dki cuma butuh gubernur jujur anti korup pungli jiwa ayan,0
otak yahudi laknatullah,0
isu sara cara trik tidak unk cari simpatik suara tidak laku s basi,0
penting pasti baik semua,1
saya orang indonesia asli abang broo,0
aniessandi sudah mulai rasisme,-1
kuasa jakarta kuasa indonesia jangan mimpi,-1
tuhan beri tunjuk jalan lurus kepada ahokdjarot sesat om,1
urus hrd bapak tiap usaha punya kriteria hrd nyeleksi perilaku bicara hrd tidak bego kali bapak,0
bnyk pkerja seni takut milih ahokdjarot priuk nasi aman,0
tidak aksi jilid hanya rutan,0
suami muslim bagi anda wajib tidak apa,0
coba anda hidup afganistan apa masih tweeteran,0
hugo leonandes nama sudah nama yahudi,0
harus banyak contoh negara timteng cinta ragam ato,0
emg paramadina boleh ya banding suatu beda dimensi thesis mantap bapak rektor,0
saksi debat ahokdjarot saiful,0
nyok,0
lucuu banget bapak sukaa nontonnyaaa,0
putus pkb jakarta selatan deklarasi dukung,0
kpn bapak aniessandi senyum,0
nyata benar kata orang tidak lbh bunglon,-1
sabar om cuma bagi taqqiya nanti kalah om balik kafir islam liberal,0
tenun bangsa sudah jual kayak jual pasar loak ya tidak bro,-1
heran kenapa dia ubah gin tokoh didik hancur bangsa semua,-1
aniessandi atak negara negara dunia harus ajar indonesia,0
berani bilang,0
saya ktm bapak sblm beliau menteri ajak rene tau soal indonesia ajar senang saat dia me,0
saya yakin anda sering titik harus pilih salah satu ketika opsi begitu beda,0
fixed pro fpi dalih memberdayakan tingkat umat muslim dki kedok,-1
cuma orang kalah banyak non islam pulang kampung gotong royong menit ditps coblos ahokdjarot,0
silah baca cermat ya om belum baca silah siap dulu kopi,0
mbk kamu tau apa tentang nista agam jangan banyak bekoar koar,0
behhhh bukan kalimat pecinini mksd saya iklan lainnnn,0
ngatain bapak aniessandi sudah rasa bener apa orang guru murid mulut pilih bapak aniessandi,0
kreatif bapak lucu,0
om selamat negri om,0
gusur alas apa perlu jelas agar kampanye tetap didik bos mantan,0
mohon klarifikasi,0
bukan milik kami video iklan bukan tipe kami,0
mksd saya bukan konteks iklan iklan lain mana pluralisme sang tokoh mulia,0
pasti tidak semoga menang putar pilkada dki ya bapak,1
cuma punya pemimpin cuman pintar omong cuman pintar omong,0
semua warga minta gusur menang besar tu cukong ahokdjarot,0
begitu pilih ya yakin saj,0
maju terus tidak,1
bahagia warga penting jangan gusur gusur melulu,0
arti saat pimpin ahokdjarot apbd guna lebih manfaat,0
satu beda damai bagi semua bawa agama kampanye nama munafik,0
agar datang tps modal ktp foto muka jelas bagai bukti curang paslon tipu,0
nama gubernur kata ahokdjarot gitu,0
bener kata bapak pilih pemimin rajut tenun bangsa bukan robek gabung,0
memang pake uang apbd dulu uang jatah rakyat korupsi,0
labil begitu,0
kita harus waspada ktp palsu memang benar abang,0
pasang calon tidak,0
males,0
bapak anda orang dosen apa mau gubernur dang iming tidak pasti apa anda pikir masy jakarta sudah bodoh,-1
monggo mampir ten fesbuk ibu emmy hafild diwaos nggih,0
emg pilih tidak pilih mau bikinin stadion knpa tidak dulu gilir pilkada sok peduli,0
pemimpin rangkul bukan pukul,0
info tanggal tetap masuk kerja,0
bwt kumur mulut bos bakteri lumayan gratis,0
saking prestasi sampai harus pecat ya bapak terus sakit hati begini,-1
pemimpinnya perlu agama tentu,0
in syaa tuhan bapak aniessandi gubernur semua orang semua golong tidak kotak siapa,1
ubah kembali spt dulu agar makin banyak anak bangsa bangkit atau,0
betul alam saya pribadi organisasi spt hasil malah cerai berai,0
bapak bagaimana bagaimana kalah kalian begini,0
tidak laku jual,0
awas tangkap libas hajar tendang,0
bapak saya sempat prihatin waktu bapak copot menteri tnyata bapak memang tidak pantas pimpin,-1
ya harus begitu mayoritas pimpin minoritas,0
menang makan kampanye salam makan sendiri awas,0
demi tuhan anda sudah kalah modal anda hany peci propokasi basa basi sbelum trlambat robah strategi simpati pke hti,0
putar pertama lolos tuhan putar dua menang,0
tim tim rebut suara pemilih lain jangan adu kerbau putar,0
belum nonton besok nonton dulu obrol wib,0
bagaimana kabare bapak,0
harus foto papan tulis hitung tiap tps ngeles kpu kita sate mereka,0
jangan putus asa semangat ya,1
dukung kembali dosen gubernur ahokdjarot maaf ya dki butuh ahokdjarot bukan aniessandi dosen genit,1
siapa oleh emmy hafild,0
tenun bangsa bapak,0
mau ahokdjarot gitu baru cocot pedes sudah serang pake rasis apalg main kepruk ancor sudah,-1
peci indentitas nasional mba ruhut teman nista pake peci jangan lupa coblos peci,0
walah benar sengkuni diri coba gih ngobrol sri mulyani,0
sadar,0
coblos tidak,0
brarti abang mencla mencle,0
cocoklogi gin bapak,0
ingin gubernur watak asli so looo,0
dulu pake topeng kini lihat asli,0
teu rame om panjul daya tarik ap coba ayu tungtung feat raffy amat ath dapet goonnng na,0
digebukin dukung fpi tinggal bilang kita cuma iring kita tidak jalan cadas,0
apa maksud tagar,0
kocak kamu,0
usak tenun bangsa rijek,-1
saya suka bapak aniessandi kata bapak gubernur fpi saya tidak suka fpi baik bagaimana bapak,0
sudah hari peci kandang hujan,0
benak debat pilkada visi misi sebar cerita bhw jika,0
kamu jarang baca ato nonton tipi y ckckck,0
bukti nyata bukan hanya retorika faham kamu,-1
blunder oleh silvy dng info sesat hal pns difabel bukti kayak emak naik motor sein kiri belok kanan,-1
gpp hibur diri sendiri asal jangan buat tipu atau pengaruh,-1
tampak hadir subuh berjamaah,0
selain gagal fokus memang saya jago ngeles,-1
agussylvi agussylvi duga bagi jam rw main belakang ya militer satria,-1
kampung derer sudah bangun tong,-1
contoh halal segala cara bjd gubernur makanya kerja bener don,-1
abang sini bukan gaya atau citra benar ingin ibadah umat is,1
agussylvi agussylvi tidak ingkar janji,0
benak sudah tidak bahan debat pilkada hy sebar cerita bhw,-1
tidak tau pegang,-1
reporter bilang dia belum lihat kurang jeli update ya reporter,0
cegah tutur kata buat luka hati saudara kita kait ya,0
utama sejahtera didik sehat rakyat,0
tidak hanya sbg dengar catat semua keluh kesah gelisah rakyat,0
suek kemaren ngeyel kl debat pengaruh elektabilitas begitu tidak jawab tanya,-1
kayaqnya abang lupa ya sm kasus,-1
asa bapak ahokdjarot muslim ya,1
ya nama mau gubernuh tipu tipu rakyat jakarta satu sudah tidak bs apa,-1
kata santun nyerang ahokdjarot terus mana program warga dki sudah pinter kali fef,-1
abang agussylvi pura pinter,-1
pemimpin hina orang miskin puja kembang,-1
makanya gagal paham debat jkt adu program bukan adu simpati,-1
paslon tidak umpat kata kotor banding paslon sebut adalah,1
lebih bahaya jika umat muslim pilih pemimpin non muslim,-1
puluh demo dengkul lemes dasar sby,-1
demi pilkada segala preman geber opa,-1
mayor ingus apung cagub ya,-1
kita lihat nanti,0
abang jangan bombastis omong kasih salah data mulu,-1
debat harus jangan bawa preman nak,-1
kasus duga nista agama oleh ulah para politikus busuk,-1
orang miskin gaji ribu mending orange biru gaji umr ya,-1
tenda bagus,0
semalem lihat grogi paslon,-1
paslon suka sesat banding housing relocation vertical housing,-1
pasang plg tidak mutu tidak tau apa mau laku cuma janji busuk,-1
cara guna kaum teroris lebih keji drpd cara pakai pki,-1
saya keluarga mendo bapak agussylvi gubernur dki jkt sela masyarakat kecil berhutang budi bapak sby,1
omg masih kayak gin,0
jakarta tidak butuh retorika karya nyata berani tindak memang harus,1
sholat komoditas politik masjid tempat tidak kamu penuh bung,-1
agussylvi agussylvi salat subuh istiqlal bareng serta aksi lewat ketua,0
makan bangku skul jangan rayap,-1
mikir tong kenapa sampai pecat jokowi toil,-1
salat subuh ribu massa masjid istiqlal,0
program ngambang tidak jelas sulit yakin warga pilih diri,-1
masih lihat texbookx bilang luar byasa aneh mw putar ulang tah rkamannya,-1
agussylvi mendem arak mabuk sblm minum,-1
kami sudah buat belum lain pikir,0
bela islam atau bela,-1
jelang sholat subuh berjamaah mesjid istiqlal,0
jelas lbh bringas waktu pilkada sudah mepet sutradara produser tonton makin prihatin,-1
belum bahagia rakyat minimal jangan buat mereka tangis,-1
kampanye,0
dukung preman pst pemimpinnya preman terus apa harap warga preman,-1
coba lihat mata saat nyanyi lagu bangsa r mata tidak fokus depan apa dia pikir,0
tulis buku saat kampanye bukti agussylvi punya intelektual tinggi,0
dsr bloon kamu,-1
kami harap setelah tangga februari kembali merah putih,0
agussylvi asal dongeng pnting nyinyir balkot difabel dperkaryakan tidak prnah ngantor,-1
hoakin,-1
ramah kpd kaum difabel sblumnya tidak prnah trpikir jkt sudah tidak kampung berkat ahokdjarot,1
turut doa semoga abang pemimpin jkt kenang,1
paslon hanya retorika,-1
ubah karakter betul bener bapak seseorg uji karakter ketika posisi tinggi saya tuju ama bapak agussylvi,1
cagub fpi isis laknatuloh mn timses pangeran cekeas kalian buka mata hati masih wktu tobat,-1
jangan mau bohong pakai didoain pendeta nyata calon gubernur agama bukan semua,-1
hbs pilkada gubernur tanding fpi duet zara zetira,0
makanya jangan maen duit kalah tidak sakit bgt,-1
cemen salam jari,-1
kasihan pendeta doain agussylvi tipu kira agussylvi brpihak semua agama bijak,-1
nama mau rebut kuasa segalacara laku kasih bapak ahokdjarot fpi sukses besar kompor,-1
paslon lain ngarang indah bohong asudahlah ya,-1
istri turun koruptor agussylvi penghayal tidak jelas visi misi nggk ngaca l,-1
senang banget saya sudah mulai bicara masalah santun,1
santun fitnah,-1
serius gmna cara beri awas,0
mudaghan shalat subuh tidak rakaat demi bukti dkg sholat subuh roka at ya inget cuma,0
rakyat butuh harap harap bagai pemimpin baru jakarta bukan pemimpin mimpi buruk rakyat,1
gagal phm saya bapak tiap prog hrs milik sistem mampu cegah deteksi koreksi simpang bukan soal curiga tidak,0
sering baca data benar,-1
data kata kata visi misi soal bangun sosial ekonomi,0
hrsnya bapak aniessandi mepet terus mana agussylvi subuh jaga suara stabil,0
indonesia butuh manusia tegas berani bukan fitnah menghimbau tebar huru hara terus,-1
salam hormat kami kami tenaga honorer dki jakarta apa dapat bapak kena,0
mungkin hny karomah orang aksi istiqlal bsk mampu wujud program buat jkt apung dll,-1
astaga mpok silvy mana kutip debat bapak ahokdjarot,-1
abang bagi momen para simpatisan relawan pasca acara debat cagub dki,0
lo jago ngapal gitu ya,-1
ahokdjarot sudah laku kita lanjutin kerja ahokdjarot,1
benar buat gaduh pecah belah ya ngotot anak gubernur jelas,-1
sudah kebelet gubernur shg esensi prtanyan tidak t rjawab kebelet,-1
oce maju usaha bahagia warga,1
nada hadir salat subuh masjid istiqlal,0
karakter ngeles ato licik brsemayam tidak ya tanya apa jwbnya geje,-1
usaha terakir,-1
iya iya,0
hiks ganteng bgt,1
tidak perlu datengin satu rw dikumpulin satu tempat,0
awal blg tidak bklan politik pkai agama dukung pancasila tahu tidak arti bhinneka tunggal tu apa cri muka bsk,-1
bandingin mulu ama kota papua walau didik kalah jawa jauh lebh baik toleran nasionalis,1
massa istiqlal maksud lo,0
debat akhir agussylvi jago,1
data salah mulu bagaimana mau ngadepin jakarta agussylvi agussylvi,-1
maaf ya bapak tolong bapak hormat baca hidup nomor,-1
gajelas x jwban sapa pertnyaannya bapak ahokdjarot bagaimana cara supaya tidak takut m tidak sdkt lo,-1
nonton debat cagub dki bikin emosi nyata pasang pasang hmm ambisi suka,-1
ayo rame ayo,1
akhir mudah mudah atau menang pilkada dki adalah pilih buruk,1
sudah tidak usah hitung detil doi asal ucap,-1
tiap pagi tunggu in warga jkrt antri kasar ahokdjarot cuma koruptor n maling,-1
belum nyagub hrsnya ajar dulu tanya ya jawab jangan pidato jawab suai pe,-1
kalijodo sekarang,1
bicara tidak pakai data ya gitu jeblak penting jawab,-1
pemerintahkinigagal dki perlu pemimpinbaru,0
pemimpin jangan selalu curiga rakyat,0
pandai impersonate vickinisasi cara integritas goodwill,-1
warga jakarta butuh pemimpin baru,1
naik capung,-1
ayo berkah hidup bagi link ikut,0
senam jari tuk yakin saya warga depok sll berdo pilih baik cagub jakarta damai,1
agussylvi maju doa rakyat,1
ulama adalah peran penting,0
ikut tampil gubernur kita debat malam awal sampai visi misi,0
rakyat ingin dapat adil,0
tidak ampun bagi bandarnarkoba,0
semoga kampanye akbar hr mmbwa prubahan mbwa tingkat elektabilitas semoga hr akhir kampanye mbwa hsil slmt brjuang,1
biasa napsu mau gubernur asbun,-1
jangan lupa ngasih tali asih sumbang biaya transportasi kepada korlap ya bilang,-1
lugas papar rapor buruk ahokdjarot,0
setelah amat timbang nilai nyata jam tang jam terbang sangat rendah sekal wawas hanya hafal,-1
kerja kls atas asyik nge twitt para dukung mari kompak tuk damai aza pilih n,0
ngaku nie berkarakter emosi tidak ubah ya abang veteran berkarakter mulia,-1
asal omong tanpa data ya gin,-1
nonton orasi habib rizieq,0
debat kali sudah bukti kepada masyarakat mana janji palsu mana kerja nyata,-1
satak rumah apung hoax kasihan tidak berpendirian tah kita bekas perwira mana jiwa ksatriamu abang,-1
siapa gubernur nanti tetap usut data guru manipulasi dki,0
elektabilitas naik maka turun atau balik mereka rebut segmen pasar,0
tekad kuat menang agussylvi agussylvi,1
jakarta baru harap baru,1
ayo kita satu,1
anda baru bulan trjun politik lawan anda tahun bhkan ahokdjarot pernah kalah dipilgub bangkabelitung dia masih kalah pasti,-1
jangan golput pilih nomor satu,1
sesi interaksi tidak bertanya kepada justru minta dapat,0
ya semoga tidak cakar cakar rebut fpi,-1
andai abang agussylvi sisih detik waktu hati tilik an tim relawan simpatisan gabung pasuruan sedih,0
saya tidak prnh atak rumah apung blh lihat yutub kl samp ktm video mk bukan saya,0
indah indonesia indah jakarta,0
utama sejahtera rakyat,0
generasi muda harus hindar bodoh,0
penting hafal dulu,-1
lawan aniessandi sudah nyiapin diri msuk politik anda hebat anda tenang paling muda paling hebat emosional eq,1
gin siap debat hafal fokus angka puluh ribu lupa realistis or not,-1
kebhinekaan bukan sekedar festival,0
malah masuk universitas ngikutin terus sampai danyon abang hebat lawan abang ahokdjarot sudah masuk politik an,1
debat semua paslon telah baik kurang debat belum,0
dl pas kelas nyiapin diri masuk akabri kamar nempel foto abang abang inspirasi stiap orang mau masuk taruna fakta,0
abang tidak ikut hadir nanti rebut suara usaha akhir,0
semoga tidak cakar cakar rebut dukung fpi,-1
omdo kawannnn,-1
nama mantan cemen ya,-1
kompleks,0
semoga abang menang kalaupun tidak abang sudah nginspirasi saya kls muda cerdas pemimpin salut abang,1
kenapa kecebong panas,-1
simpul jelas bapak jarot mpok abang kurang milik moral bicara,0
makin beringas apakah suruh agussylvi manfaat giat agama dpt simpat,-1
maki emang sudah salah ngotot,-1
sodorin iklan artis,0
ayuh perang bela jago mumpung besok wekeend,0
tidak punya program nyerang personal kamu malu keluarga cikeas curhat mulu,-1
jangan percaya hoax,0
tolong jawab abang tegas bgaimna be,0
tidak mutu ya calon nomer,-1
jaga harmoni agam,0
siap juang garda depan,0
tetap rakyat,1
bahagia rakyat,1
logika abang,0
rawat semangat jakarta,1
dengar semua keluh,0
karakter pcundang maling teriak maling,-1
apa anda tegas atw tegas bawah lunak atas,-1
sudah lihat gurita cikeas emang grombolan bajing,-1
bangun jakarta,1
mrk sono sudah rendah janji manis program tidak jelas gpp penting menang dulu,-1
